"Activity","subject","avg(body_acc_x)","avg(body_acc_y)","avg(body_acc_z)","avg(body_gyro_x)","avg(body_gyro_y)","avg(body_gyro_z)","avg(total_acc_x)","avg(total_acc_y)","avg(total_acc_z)"
"WALKING",1,-5.04911990559216e-05,-0.00012885413594737,-0.000938320109560034,-0.014599858215148,0.00217139307711349,-0.00061430490753125,0.997061180921052,-0.263882523646155,-0.0733891163883255
"WALKING",2,-0.000236823526445973,-0.000764091972812501,0.000927358610169755,-0.0261456554122987,0.0117845148574828,-0.00154868120596663,0.981170597153072,-0.328878587927701,0.0786663049567929
"WALKING",3,-0.000413872830590651,-2.02621447764002e-05,-0.00144266983757813,0.00209813659221444,-0.00161440306505657,-0.00220595817404903,0.997605530253233,-0.243620709883459,-0.142689099779429
"WALKING",4,0.000207368155971356,0.00120543976572526,-0.00102254446784506,-0.00425263819567708,0.000744455540416672,-0.00255156665798958,1.01767012106771,-0.0664847311506146,0.11900994170319
"WALKING",5,5.49378844977698e-05,-7.70382653041308e-05,0.000186927531498326,-0.0218822389265346,0.00240460003061942,-0.0021196732030413,1.02361758344029,-0.0823350773042438,-0.00290405617793526
"WALKING",6,0.00125361086125,0.00012731823721491,-0.000659203091705045,0.00223314137040215,-4.82396223917262e-05,-0.00108519217804276,1.01452100722314,-0.196241246037771,0.0264318847108882
"WALKING",7,-0.000408617679499729,-0.000794905071299345,-0.000860403936493968,0.0309025443534814,-0.00423138748870614,-0.00983538524273603,0.994824180523575,-0.141635712329906,-0.16445306385065
"WALKING",8,-0.000595461750553383,-0.000799741181819658,0.000348690187060544,0.0527882514470052,-0.00968562202003581,-0.0156530862346419,0.981214367073568,-0.199572612560449,-0.188225723926318
"WALKING",9,0.000191052807671273,-0.000498834800628002,-0.000830103153215142,-0.0548277159004477,0.00531838462992787,0.0111961964570613,1.00907346835937,-0.0138377601220132,-0.120209197610159
"WALKING",10,0.000205733081942806,6.07405887662137e-05,-0.000247713736612617,0.0395670549963738,-0.00343797976463738,0.00546013859215802,1.01702665511498,-0.0656056597570165,0.0482065693653921
"WALKING",11,-0.00118576233387977,0.000257310457914461,0.000730493451867056,-0.0154888148376192,0.00172872601490466,-0.000866744037658897,1.00387868650689,-0.19346560968549,0.126943435885395
"WALKING",12,-9.2139108515627e-05,0.000827275840871876,0.00170010802277187,-0.0792475920826563,0.0180192490122781,0.00603742439878125,1.0194030086875,-0.136903903354091,-0.0392852483374312
"WALKING",13,-0.000348818591836624,-0.000748957699904059,-0.00103192277945998,0.0105755704044769,-0.00248676045489856,-0.0035018749915159,0.979529870202851,-0.265994305605948,-0.135587818823191
"WALKING",14,-0.00115738359675741,-0.00243394117425847,0.000512447636686971,0.0249569189685435,-0.00389588568707627,-0.0154953113462394,0.902426043207097,-0.254352353634767,-0.420208459625265
"WALKING",15,-0.00075766725694734,2.99913346643534e-05,0.000226553781655383,-0.0286854263271991,0.00591304037698784,-0.000922491521652199,1.00788240189525,-0.215537765812095,0.0691294171804601
"WALKING",16,-0.000319878514473037,-0.0017259296114568,-0.00016398441856005,0.0128946334378661,0.00214181024863266,-0.00197736907808517,0.990255829013481,-0.050410710218361,-0.219284775773894
"WALKING",17,-0.00107860869036885,-0.000707770505722335,-0.000490384847599897,0.0190306804663292,-0.004351466610438,-0.00470009816438525,0.991004192661373,-0.162352696218427,-0.19299384288522
"WALKING",18,-0.000760027319592632,-0.000348385608563058,0.00135086865554827,-0.0126495858844866,0.00585436830485769,0.00360226082250684,0.988319164090402,-0.236289229975809,-0.0640522971372489
"WALKING",19,-0.000751080395372597,-0.00106958837692308,-0.00476649391650541,0.000183357907902669,-0.000369111026676681,-0.00288661519673978,0.996360136960637,-0.20607050288256,-0.0985817370919141
"WALKING",20,-0.0010276069877451,-0.00213048636801471,-0.00172828794724264,0.00439814638143384,0.00010580792224264,-0.000529692662239583,0.971149185646446,-0.328084534117371,-0.0417760522503462
"WALKING",21,0.000331328701195914,-0.000536512911009613,0.00131749951740385,-0.0188298073208984,0.0069123509246244,0.00532825406045883,0.94602983039363,-0.352997735120868,-0.221337923644066
"WALKING",22,0.000265601642022759,0.000218613557150137,0.000394799016864814,0.0293439759727242,-0.00981939026701766,-0.00389750708479959,0.99799481796875,-0.241043363783033,0.0178444977972181
"WALKING",23,-0.000899312020127118,-0.000641854839935117,-0.00167659521103824,-0.0365518319021346,0.00465923770891129,0.00945711467907761,0.999455976694915,-0.14414367002562,-0.165187134149232
"WALKING",24,-0.000122607251185345,-0.00283577161773653,-0.000755922770875539,-0.0276791369560937,0.00383580612878771,0.00480999790343831,1.01430011880388,-0.0997512658268131,-0.144756107169456
"WALKING",25,0.000292015385586994,-0.000791808649862752,-0.000142045032347973,0.0124219189608319,-0.00349339046467483,0.000200971334026603,0.999001927037584,-0.109891550965103,0.179494807669815
"WALKING",26,0.000348004589805455,0.000898068456533368,-0.000204603757272243,0.0250968631922934,-0.00442977076982256,-0.000542557285116523,1.01544022078919,-0.114799658944637,0.101131142356213
"WALKING",27,-0.000149672883608828,0.000257155793152412,-0.00149137185294682,-0.0597289915398026,0.0170685330708059,0.0141340968396162,1.00370603471765,-0.168947878267993,-0.131046397890392
"WALKING",28,0.000752701339803242,0.00076693321725868,0.00151723197232639,-0.0806734690976128,0.0257609634136285,0.0131595852212818,1.00331490865162,-0.210204494235903,-0.127744867128284
"WALKING",29,-0.00114907430017659,0.000444050024882073,0.000553390141995872,0.0203363404825678,-0.00344072565208137,-0.00028660820072229,1.01516424041863,-0.108657897050593,0.0889569869437515
"WALKING",30,-0.000240909416594952,-0.000235970056656252,0.00319866433296875,-0.0188485731354808,0.0042541150563702,-0.00105158165505289,1.01808312405048,-0.139655392313875,-0.00618352469072837
"WALKING_UPSTAIRS",1,-0.00455728508969635,-0.00357455272079452,0.00363560725781545,0.0806764951158314,-0.041460951730513,-0.0123806836501887,0.962941935097288,-0.347215722982459,-0.0759891528358196
"WALKING_UPSTAIRS",2,-0.00626711601526693,-0.00224174608150847,-0.0146031169508174,-0.0309573604757487,0.0190761039483724,-0.007743288215625,0.888648334407552,-0.399876286108333,-0.212631736700791
"WALKING_UPSTAIRS",3,-0.0034530665892214,-0.00801077242356992,-0.00058048246983051,0.103003805232336,-0.0293182022684719,-0.02866763644067,0.95710298628178,-0.372323638454714,-0.166233946183615
"WALKING_UPSTAIRS",4,-0.00138054912814002,-0.00778496399770733,-0.00195291145792818,0.0691595651582091,-0.00524083525856368,-0.000866329750922475,1.00353952916166,-0.222379972014313,0.0752361516597686
"WALKING_UPSTAIRS",5,-0.00187869311153923,-0.00807163455256982,0.000276225530490356,0.0693004434081749,-0.0193492855700133,-0.0194246224910971,0.996363551230053,-0.255623305961074,-0.028050900172624
"WALKING_UPSTAIRS",6,-0.00192611444013481,-0.0052998792535386,-0.00455037321912378,-0.0506039534477022,0.0101320629135386,-0.00881170021187194,0.979916172717525,-0.327547300657816,-0.0282167908499571
"WALKING_UPSTAIRS",7,-0.00594931173813572,-0.0054684374507935,-0.0117145493605545,-0.114586175367947,0.0324478559844669,0.0234060600657062,0.908788687760417,-0.228059991820696,-0.413866327372871
"WALKING_UPSTAIRS",8,-0.0038528055909032,-0.00582385522955793,-0.002251097820141,0.227287981474272,-0.0586336703780272,-0.0702777340204078,0.940320875685976,-0.278742426824657,-0.196760307553297
"WALKING_UPSTAIRS",9,-0.00311991539501594,-0.0012441211607111,-0.0055865080603699,-0.140564908848342,0.0149356898656633,0.0262729609744898,0.970954030086097,-0.0209356355106505,-0.272525371071014
"WALKING_UPSTAIRS",10,-0.00215434956525931,0.00144380708187832,-0.00326137924653258,0.104186436201142,-0.00953582886803858,0.000723025549767284,0.992579551496011,-0.0369962858370645,0.0135738852197909
"WALKING_UPSTAIRS",11,-0.00284389562994792,-0.00691183572202401,0.000498953284982638,-0.0561219669798322,0.00796729337544843,-0.00997038623119647,0.964142631467014,-0.331999987080787,0.139075093452595
"WALKING_UPSTAIRS",12,-0.000949088958578724,-0.00483565996215445,0.000319738868057392,-0.0675002597771935,0.0149931818603155,0.00153555737222056,0.998389077854568,-0.245597535933083,-0.0742414764333113
"WALKING_UPSTAIRS",13,-0.00399215926080114,-0.0055603983673125,-0.0057676212033088,-0.114086646859687,0.0352883336794815,0.013431180009233,0.931175603139205,-0.344458693495199,-0.215214449772642
"WALKING_UPSTAIRS",14,-0.00312309149493345,-0.00173124058600116,-0.00131212876441695,0.112477918911863,-0.0221955074349537,-0.0577451707537138,0.819330508718171,-0.305949177272569,-0.493372401126881
"WALKING_UPSTAIRS",15,-0.00152255917456087,-0.00609181387196614,-0.00285573608139258,0.121708317158854,-0.0362919205909147,0.00214008021862142,0.983793953613282,-0.302600128919759,0.0713977348851563
"WALKING_UPSTAIRS",16,-0.00444921395644914,0.0014542960605576,-0.00520843811588995,0.10263546669136,0.0116150023535999,-0.0416590948035845,0.916036803155637,-0.0609810824570986,-0.383244142909743
"WALKING_UPSTAIRS",17,-0.00514604121119792,-0.00300357470741602,-0.00428874461253499,-0.00283639389453125,0.00880133264500323,-0.0133837750335449,0.934191623665365,-0.268743470243354,-0.302833598477246
"WALKING_UPSTAIRS",18,-0.00250894305461476,-0.00265818613400997,-0.0014364029575264,-0.020001472873688,0.00980916234172957,0.00192121905792029,0.957903418265086,-0.300823343770205,-0.111240249965888
"WALKING_UPSTAIRS",19,-0.00730699633118555,-0.00695530594023828,-0.0141210534711445,0.0686141804520313,-0.0271686011450391,-0.0383132787675664,0.914985303847656,-0.375512369074371,-0.236836226455312
"WALKING_UPSTAIRS",20,-0.00525041073318015,-0.0058156146955239,-0.00420071156249004,0.0965282706310048,-0.0452900463158855,-0.012229143274663,0.880031612996324,-0.467049824960172,-0.137594943772174
"WALKING_UPSTAIRS",21,-0.00255153063172433,-0.00345324307783245,-0.0056510107575266,0.0931138493709109,-0.0366987852490857,-0.0406302568749999,0.885616975332447,-0.417162219434674,-0.315559673220246
"WALKING_UPSTAIRS",22,-0.00601430835381696,-0.00510041642886533,-0.00305340990318824,0.167752684782757,-0.0483635683343601,-0.0312454789041443,0.958729109505208,-0.32344706244109,-0.102720797758668
"WALKING_UPSTAIRS",23,-0.00568382952625612,-0.00799685445798714,-0.00613870942734375,0.127339505680884,-0.0168068511272365,-0.0526188996441942,0.926516825321691,-0.204152640686068,-0.361448667265411
"WALKING_UPSTAIRS",24,-0.00158572095554555,-0.00422746342698623,-0.00196254279941075,0.119627441872113,-0.014264289788223,-0.0272209411785858,0.975120269796081,-0.223370834605151,-0.230697992565099
"WALKING_UPSTAIRS",25,8.64815500600976e-05,-0.00516550642107644,-0.00591401988219952,0.0858980194822692,-0.0158466448487765,0.00588199849685119,0.991872871754808,-0.204476784545385,0.0949227853708721
"WALKING_UPSTAIRS",26,-0.00100657406355397,-0.00578287271408096,-0.00450446375028475,0.0029700763857954,0.00387346435761362,-0.00627898058804088,1.00096509833807,-0.233586558894075,-0.0119875790126506
"WALKING_UPSTAIRS",27,-0.00243288825597427,-0.00155107786253983,-0.0050287061566299,-0.0684398999391851,0.034523197957091,0.0238100485789981,0.947137929748774,-0.21248506218511,-0.300105698559222
"WALKING_UPSTAIRS",28,-0.00320866146053462,-0.00566801100804075,-0.00436260363939798,-0.104875886137384,0.0431467744525888,0.00769584311965381,0.936820420481005,-0.320416285860769,-0.270513313718903
"WALKING_UPSTAIRS",29,-0.00250443714551977,-0.00671815837600606,-0.00320197319943559,0.124663075774083,-0.0352114136439254,-0.000398766146795278,0.990389250589923,-0.215496329494786,0.0348855260058705
"WALKING_UPSTAIRS",30,-0.00126948207129807,-0.00429734234890625,-0.00541423122460336,0.0248711141269712,-0.00163497020100564,-0.00215225612540865,0.9934423609375,-0.212603276313526,-0.0326963032998942
"WALKING_DOWNSTAIRS",1,0.00239312484429209,0.00378679923166455,0.000244930193343428,-0.00763539374661991,-0.0074937696021046,0.00166069456162309,0.997136499202806,-0.244431799830995,-0.0663263184201658
"WALKING_DOWNSTAIRS",2,8.15666749335119e-06,-0.00289702140073138,-0.00280964498676696,-0.0910397032603723,0.031386088491999,0.00479812537430182,0.945216230834441,-0.310210784831449,-0.0514648999197762
"WALKING_DOWNSTAIRS",3,0.00305982842274873,-0.0011629786873023,-0.00258729414628584,-0.107155483487921,0.0272718476380166,0.0165944493262564,1.00288336409598,-0.211648083832015,-0.108696300631404
"WALKING_DOWNSTAIRS",4,0.000492442967631946,0.00384790223680555,0.000505458824418406,-0.0775202392881701,0.0017774433754514,-0.0119804035823299,1.00645038331597,-0.0401034840629549,0.141126709542694
"WALKING_DOWNSTAIRS",5,0.00329073173105053,0.00453025937907248,0.00263866356910572,-0.0418930660643119,0.00160677536985371,-0.0025124934537899,1.01555522849069,-0.0380953557705402,0.0184175191433178
"WALKING_DOWNSTAIRS",6,-0.000109326533723958,-0.00125814180607747,0.000362807785319006,-0.0705534005924528,0.0181325248358073,0.000295857180428061,0.992269862272135,-0.196979003445431,-0.00818824529071615
"WALKING_DOWNSTAIRS",7,0.000562871270169546,0.000264835219983384,0.00375575008317819,-0.0801716179116689,0.0111166523174518,0.0135264277679521,0.994421674534574,-0.111387487697103,-0.154027646153391
"WALKING_DOWNSTAIRS",8,0.00121759228741365,-0.00208111627527755,0.000234377669880757,-0.0964463194692435,0.0109547679856085,0.0123089008618627,0.983336573478618,-0.171399217619398,-0.144658027215687
"WALKING_DOWNSTAIRS",9,0.00378110410452046,-0.00171058052881324,0.00570820403456102,-0.0659685908307482,0.00139038171233259,0.0134864333058742,1.00315201588542,-0.0188410095923735,-0.0806710528291853
"WALKING_DOWNSTAIRS",10,0.00264315638248355,-0.00150373690867599,-0.000839381163301811,-0.100210707471916,-0.0146298151562911,-0.00614732127109375,1.00299684753289,-0.0479827336094573,0.0347843677526521
"WALKING_DOWNSTAIRS",11,0.00289128510158628,-0.000352272065641985,-0.000912568411128397,-0.100446990796197,0.0216996339872961,-0.012750285821712,1.00461624573709,-0.182366045923743,0.123647892875662
"WALKING_DOWNSTAIRS",12,0.000813056907707199,-0.000496247653203124,-0.000412361126878394,-0.0875168323327412,0.0142697908064283,0.00142102502017664,1.0082774439538,-0.160917511084484,-0.0610726244907439
"WALKING_DOWNSTAIRS",13,0.00357174703055186,0.00145068212119215,0.00208566982615691,-0.0979753666131982,0.0228540842802759,0.0110432632994348,1.00538808508976,-0.191782099509907,-0.0968782195690558
"WALKING_DOWNSTAIRS",14,0.00326562777251041,-0.00150849217334549,0.00511189375942708,0.0133734112198958,-0.00911540855447222,-0.0225713621674653,0.916270863680556,-0.247374396905903,-0.386186841468368
"WALKING_DOWNSTAIRS",15,0.000540567950271578,0.00603592463077009,-0.000732836134354539,-0.112359025363132,0.0179079727913579,-0.00670832715649181,0.995586477250744,-0.14315965046481,0.0712622356040849
"WALKING_DOWNSTAIRS",16,0.00371172697163564,-0.000656535042450132,-0.00382074003806516,0.00529860160415557,0.00274264634075798,-0.00123694562044548,0.988514532396941,-0.0410104523949798,-0.230834089605585
"WALKING_DOWNSTAIRS",17,0.00336787729505774,0.000210966647567933,0.00629773097550951,0.0984398854718241,-0.0222034684826257,-0.0310011909952955,0.995949412466033,-0.132620006341675,-0.157408985955893
"WALKING_DOWNSTAIRS",18,0.00223880059102557,0.000142385612393184,0.00162422789175,-0.0309198196498778,0.00483909505683242,0.0054944793258125,0.997267220880682,-0.207326438964375,-0.0524111063227983
"WALKING_DOWNSTAIRS",19,-0.00306806990741186,0.00133432285417748,-0.00838655288767628,-0.183683781497276,0.0459666507875,0.0343581470894631,0.956361687895913,-0.195357022748798,-0.137878615979748
"WALKING_DOWNSTAIRS",20,0.0038266423653507,0.00393224578834548,0.0012238164825625,-0.0863165379171181,0.03984059838125,0.00777528482376735,0.989978952899306,-0.255082105715469,-0.0320715912930555
"WALKING_DOWNSTAIRS",21,0.00492229034291667,-9.51388555798595e-05,0.00334931470480556,-0.101807678231372,0.0408845368989757,0.0275632873611267,0.957804930034722,-0.338263143066667,-0.186799833303747
"WALKING_DOWNSTAIRS",22,0.00141849405295139,-0.00139613888576389,0.000294617220388018,-0.0518626541392795,0.00208768676215274,-0.0160491663123481,0.989051709570313,-0.205275548208268,0.0353555161918266
"WALKING_DOWNSTAIRS",23,0.00253925381005498,0.000486227303492478,0.00313667148526041,-0.0310932433883551,-0.00495213766179398,0.00399546279489294,0.991509640928819,-0.0913482794215914,-0.153404554275845
"WALKING_DOWNSTAIRS",24,0.00227831390532102,0.00134543776216477,0.00115249856201705,-0.060882599277466,0.00907925993384943,0.0113483894395028,1.01046508301136,-0.108763870229751,-0.142074405721598
"WALKING_DOWNSTAIRS",25,0.00283441407404364,-0.00203453177822468,0.000368416342909482,0.0316273511905655,-0.01208905139375,0.00519699589731682,0.995988760479526,-0.0563146201631708,0.209860130994989
"WALKING_DOWNSTAIRS",26,0.0003521545298125,0.00236678302841563,0.000617083384053126,0.0174531794521506,-0.0117581637511406,-0.00181966372759375,1.00564915171875,-0.0593772394475156,0.146340157944519
"WALKING_DOWNSTAIRS",27,0.0041151080609375,0.00187865207728338,-0.00149646042804155,-0.136294460337784,0.02619848853419,0.0293712710093928,0.998508945756392,-0.146794040740355,-0.14464912836977
"WALKING_DOWNSTAIRS",28,0.00331095781681726,-0.00256218909384171,-9.29366437601904e-05,-0.116977051978838,0.0367719309682761,0.0231428736772079,0.996227789402174,-0.220106273922137,-0.124996057699287
"WALKING_DOWNSTAIRS",29,0.00320758058274414,0.00115232243517708,0.00336076483104166,-0.0100429886314127,-0.00486041562519532,-0.00181833192034831,1.00969901619466,-0.0567924179887012,0.0882126300572787
"WALKING_DOWNSTAIRS",30,0.00115711926984627,-0.000157477854823587,0.00275157015383065,-0.0483540124795287,0.00227018435255793,0.00143575625289818,1.01437715564516,-0.108652484177335,0.0255376209113231
"SITTING",1,-0.00336698807718783,0.00830296874545221,0.00124322219354089,-0.0182292707113541,-0.0079394077457631,-0.0103572343574677,0.920397420977394,0.230512473086769,0.322026273969415
"SITTING",2,-0.000100652413850715,0.000760627952901494,-0.000300818998898778,-0.0183536569299141,0.00650635064966779,-0.0199630489963625,1.00072676413043,-0.0866806083192255,0.189468410155231
"SITTING",3,-0.00419954746515084,0.0071518143813936,0.00328679500347386,-0.0112021383501723,-0.000407067605547781,0.00339847371174669,0.968779063626803,0.152350318292488,0.134381290148437
"SITTING",4,-0.00124420927322266,0.00523206258104813,0.000803732618706563,-0.0224510501899384,-0.00681333953868094,0.00655809741564375,0.94924790875,0.23464342302567,0.10349738955
"SITTING",5,-0.000799927948313566,0.00379606698153494,-7.6857331613281e-05,-0.015017097595309,-0.00415780967778871,-0.00174351690017862,0.957774516335227,0.19008484661021,0.134935048800579
"SITTING",6,-0.000164303442534574,0.00133593051146449,-0.000601249092201845,-0.00986933461181478,-0.0070292750622625,-0.000397531556147726,0.995865136292614,0.0875683546110511,0.0621952512698182
"SITTING",7,0.00146294111619303,0.00132553769937874,-0.00467661627993852,-0.0226516064794125,0.0183881838722669,-0.0267258621508738,1.02256651668294,0.0254619467905697,0.0536402905907324
"SITTING",8,-0.00207817826619327,0.00546156779540134,0.00127068462363179,-0.027913265940465,-0.00955790786720508,-0.00651842875019923,0.922353804177989,0.263309609931216,0.255082516358696
"SITTING",9,-0.00602765974368062,-0.00518146462093375,0.0108778374877441,-0.0151133804289714,0.0148596908945359,-0.00245233219708,0.977718629640625,-0.0284994424448343,0.0891435352947469
"SITTING",10,-0.00143508606709664,0.0010991023025068,0.00133933249643139,-0.0160563844672239,0.00286248873160544,-0.0051946397119809,0.894307647554977,-0.0220540359273727,0.194850585001881
"SITTING",11,-0.000203106322528834,0.00116368043320637,-0.00149729427878184,-0.0127099402137948,-0.000536847548821639,-0.00449620766233284,0.952170755070754,0.232666167256176,0.178252988153007
"SITTING",12,-0.000529326617102327,0.000707491991895771,0.000660816593788602,-0.015203150503652,-0.000387670351019597,-0.00596902640454045,0.990221519653799,0.101709307871124,0.0821704590081703
"SITTING",13,-0.000669198850622449,0.00590644776180357,0.00365393806041614,-0.00808330383235141,-0.00719199797132511,-0.00176575355299107,0.989620217203444,0.125603516244101,0.072597792506537
"SITTING",14,0.000497646235658708,0.00442295448026677,0.00261172089732002,-0.0168784881570679,0.00135067650151066,0.00288549614982871,1.00030772769097,-0.0139288658967882,-0.0958755667459346
"SITTING",15,-0.000962888456975955,0.00284249620218962,-0.00176851520272073,-0.0103508553410916,-0.00271053215285686,0.00392356792502874,0.964424002661546,0.231481597142744,-0.00452593816954184
"SITTING",16,0.000657976590047102,0.00361303366648721,0.00633171343982337,-0.013950562877109,0.00762431118636957,-0.00299153891155054,1.00288573986639,-0.0648104384588994,0.0885333416820199
"SITTING",17,-4.50791666518563e-05,0.00156403459697815,-0.0017562370070509,-0.0153405680537429,0.00334773934649536,-0.000144910190222413,1.00389864317627,0.0168085283265137,-0.140738485216306
"SITTING",18,-6.30082821226425e-05,0.00223915928642237,-0.0011882797670773,-0.00580734166534205,0.00260049867338788,-0.000672180393871988,0.979080713130482,0.15001750271912,0.152368188410088
"SITTING",19,-0.000771864706626927,0.000209225220825084,-0.000132141072838678,0.00645598878514942,0.0100767143891453,0.00467608779367618,0.746091660434503,0.378154084674657,0.475020123031892
"SITTING",20,9.67907534627614e-05,0.00126681591235914,-2.04795410750421e-05,-0.00900475538347538,0.00418555733406344,-0.00975671365355161,0.989592718726326,0.0925685161913414,0.143513885739418
"SITTING",21,-7.44929042729788e-06,0.00143568811549807,-0.00123885888246103,0.00804823217335533,0.00407773389325092,-0.00141637236454351,1.00050461236213,0.0409848463891544,-0.0625590638665074
"SITTING",22,-0.000822662309895163,0.00251310358604561,0.000819333264344761,-0.00863051869568594,-0.00226755714406302,-0.00260690744946035,0.928455168560988,0.228859677191154,0.305395084303175
"SITTING",23,-0.000870590634300575,0.00196359416202734,0.0014861886690131,-0.0201973825683039,0.00266690374684812,-0.00963318358883059,0.997150582709099,0.1416167803375,0.0578843550289522
"SITTING",24,-0.000844946286880375,0.00210468368108286,0.00173976376489108,-0.00819724311048369,-0.000304247718649241,-0.00278334796578321,0.985244406008732,0.202185181579733,0.103882249325528
"SITTING",25,0.000199015835556418,0.00124229487517572,-0.000281714725440867,-0.00776639433204154,-0.000208080447641225,-0.000466669057989302,0.948133201033654,0.227322462912139,0.158447361305178
